18840801T12:00:00:00.999Z,17.95
18840901T12:00:00:00.999Z,15.3
18841001T12:00:00:00.999Z,9.9
18841101T12:00:00:00.999Z,5.7
18841201T12:00:00:00.999Z,5.1
18850101T12:00:00:00.999Z,2.95
18850201T12:00:00:00.999Z,6.8
18850301T12:00:00:00.999Z,5.3
18850401T12:00:00:00.999Z,8.3
18850501T12:00:00:00.999Z,9.5
18850601T12:00:00:00.999Z,14.8
18850701T12:00:00:00.999Z,17.3
18850801T12:00:00:00.999Z,14.4
18850901T12:00:00:00.999Z,12.85
18851001T12:00:00:00.999Z,8
18851101T12:00:00:00.999Z,6.2
18851201T12:00:00:00.999Z,3.85
18860101T12:00:00:00.999Z,2.55
18860201T12:00:00:00.999Z,2.2
18860301T12:00:00:00.999Z,4.65
18860401T12:00:00:00.999Z,8.35
18860501T12:00:00:00.999Z,11.35
18860601T12:00:00:00.999Z,14.05
18860701T12:00:00:00.999Z,16.9
18860801T12:00:00:00.999Z,16.6
18860901T12:00:00:00.999Z,14.65
18861001T12:00:00:00.999Z,11.9
18861101T12:00:00:00.999Z,6.65
18861201T12:00:00:00.999Z,2.9
18870101T12:00:00:00.999Z,2.6
18870201T12:00:00:00.999Z,4
18870301T12:00:00:00.999Z,3.7
18870401T12:00:00:00.999Z,6.75
18870501T12:00:00:00.999Z,10.25
18870601T12:00:00:00.999Z,15.9
18870701T12:00:00:00.999Z,18.2
18870801T12:00:00:00.999Z,16.35
18870901T12:00:00:00.999Z,12.2
18871001T12:00:00:00.999Z,7.5
18871101T12:00:00:00.999Z,5
18871201T12:00:00:00.999Z,3
18880101T12:00:00:00.999Z,3.15
18880201T12:00:00:00.999Z,2.4
18880301T12:00:00:00.999Z,3.9
18880401T12:00:00:00.999Z,6.7
18880501T12:00:00:00.999Z,11.3
18880601T12:00:00:00.999Z,13.95
18880701T12:00:00:00.999Z,14.45
18880801T12:00:00:00.999Z,14.75
18880901T12:00:00:00.999Z,13.2
18881001T12:00:00:00.999Z,8.35
18881101T12:00:00:00.999Z,8.25
18881201T12:00:00:00.999Z,5.05
18890101T12:00:00:00.999Z,2.6
18890201T12:00:00:00.999Z,3.1
18890301T12:00:00:00.999Z,5.2
18890401T12:00:00:00.999Z,7.35
18890501T12:00:00:00.999Z,13.1
18890601T12:00:00:00.999Z,15.75
18890701T12:00:00:00.999Z,15.65
18890801T12:00:00:00.999Z,15.2
18890901T12:00:00:00.999Z,13.3
18891001T12:00:00:00.999Z,9.1
18891101T12:00:00:00.999Z,6.9
18891201T12:00:00:00.999Z,2.85
18900101T12:00:00:00.999Z,6
18900201T12:00:00:00.999Z,3.3
18900301T12:00:00:00.999Z,6.35
18900401T12:00:00:00.999Z,7.45
18900501T12:00:00:00.999Z,11.8
18900601T12:00:00:00.999Z,14.35
18900701T12:00:00:00.999Z,15.25
18900801T12:00:00:00.999Z,15.1
18900901T12:00:00:00.999Z,15.05
18901001T12:00:00:00.999Z,9.85
18901101T12:00:00:00.999Z,6.1
18901201T12:00:00:00.999Z,2.1
18910101T12:00:00:00.999Z,3.1
18910201T12:00:00:00.999Z,4.55
18910301T12:00:00:00.999Z,4.4
18910401T12:00:00:00.999Z,6.7
18910501T12:00:00:00.999Z,9.85
18910601T12:00:00:00.999Z,15.15
18910701T12:00:00:00.999Z,15
18910801T12:00:00:00.999Z,14.45
18910901T12:00:00:00.999Z,14.2
18911001T12:00:00:00.999Z,9.9
18911101T12:00:00:00.999Z,5.8
18911201T12:00:00:00.999Z,4.45
18920101T12:00:00:00.999Z,2.55
18920201T12:00:00:00.999Z,3.65
18920301T12:00:00:00.999Z,3.9
18920401T12:00:00:00.999Z,8
18920501T12:00:00:00.999Z,12
18920601T12:00:00:00.999Z,13.95
18920701T12:00:00:00.999Z,14.6
18920801T12:00:00:00.999Z,15.95
18920901T12:00:00:00.999Z,12.9
18921001T12:00:00:00.999Z,7.55
18921101T12:00:00:00.999Z,6.6
18921201T12:00:00:00.999Z,2.65
18930101T12:00:00:00.999Z,2.35
18930201T12:00:00:00.999Z,5.25
18930301T12:00:00:00.999Z,7.7
18930401T12:00:00:00.999Z,10.95
18930501T12:00:00:00.999Z,13.55
18930601T12:00:00:00.999Z,16
18930701T12:00:00:00.999Z,17.05
18930801T12:00:00:00.999Z,18.1
18930901T12:00:00:00.999Z,13.75
18931001T12:00:00:00.999Z,10.45
18931101T12:00:00:00.999Z,4.95
18931201T12:00:00:00.999Z,4.55
18940101T12:00:00:00.999Z,3.65
18940201T12:00:00:00.999Z,5.4
18940301T12:00:00:00.999Z,7
18940401T12:00:00:00.999Z,10.05
18940501T12:00:00:00.999Z,9.7
18940601T12:00:00:00.999Z,14.05
18940701T12:00:00:00.999Z,16.3
18940801T12:00:00:00.999Z,14.8
18940901T12:00:00:00.999Z,12.15
18941001T12:00:00:00.999Z,9.7
18941101T12:00:00:00.999Z,8
18941201T12:00:00:00.999Z,5.15
18950101T12:00:00:00.999Z,2.45
18950201T12:00:00:00.999Z,3.55
18950301T12:00:00:00.999Z,6
18950401T12:00:00:00.999Z,9.05
18950501T12:00:00:00.999Z,13.15
18950601T12:00:00:00.999Z,15.6
18950701T12:00:00:00.999Z,16.3
18950801T12:00:00:00.999Z,16.3
18950901T12:00:00:00.999Z,16.15
18951001T12:00:00:00.999Z,7.75
18951101T12:00:00:00.999Z,8.25
18951201T12:00:00:00.999Z,4.35
18960101T12:00:00:00.999Z,4.8
18960201T12:00:00:00.999Z,4.7
18960301T12:00:00:00.999Z,7.85
18960401T12:00:00:00.999Z,9.7
18960501T12:00:00:00.999Z,12.4
18960601T12:00:00:00.999Z,16.95
18960701T12:00:00:00.999Z,17.45
18960801T12:00:00:00.999Z,15.1
18960901T12:00:00:00.999Z,13.85
