19350201,6.1
19350301,6.95
19350401,8.5
19350501,10.25
19350601,15.6
19350701,18.3
19350801,17.75
19350901,14.45
19351001,10.05
19351101,7.35
19351201,3.25
19360101,4.45
19360201,3.25
19360301,7.55
19360401,6.8
19360501,11.95
19360601,15.3
19360701,15.8
19360801,16.95
19360901,15
19361001,9.5
19361101,5.6
19361201,5.35
19370101,5.45
19370201,6.5
19370301,4.25
19370401,9.65
19370501,12.85
19370601,15
19370701,16.9
19370801,18.05
19370901,14.2
19371001,11
19371101,5.1
19371201,3.35
19380101,6.1
19380201,5.1
19380301,9.9
19380401,7.75
19380501,11.2
19380601,15.55
19380701,16.35
19380801,17.25
19380901,14.55
19381001,10.9
19381101,9.9
19381201,4.35
19390101,4.85
19390201,6.15
19390301,6.2
19390401,9.5
19390501,11.8
19390601,14.6
19390701,15.95
19390801,16.95
19390901,15.05
19391001,8.85
19391101,9.4
19391201,3.1
19400101,3.25
19400201,2.9
19400301,6.65
19400401,9.45
19400501,13.2
19400601,16.85
19400701,15.8
19400801,16.6
19400901,13.9
19401001,9.95
19401101,7.3
19401201,3.7
19410101,2.1
19410201,4.3
19410301,5.4
19410401,7.15
19410501,9.55
19410601,15.95
19410701,18.35
19410801,15.3
19410901,14.7
19411001,10.55
19411101,7.1
19411201,5.5
19420101,2.75
19420201,2.7
19420301,5.65
19420401,9.7
19420501,11.8
19420601,15.5
19420701,16.35
19420801,17.3
19420901,14.3
19421001,10.95
19421101,5.15
19421201,7.05
19430101,5.6
19430201,6.1
19430301,6.95
19430401,11.55
19430501,12.95
19430601,15.2
19430701,17.45
19430801,17.1
19430901,14
19431001,10.9
19431101,6.35
19431201,3.5
19440101,6.1
19440201,3.65
19440301,5.75
19440401,10.95
19440501,12.4
19440601,14.3
19440701,17.3
19440801,18.1
19440901,13.25
19441001,9.9
19441101,6.7
19441201,3.4
19450101,2.6
19450201,7.8
19450301,8.5
19450401,10.85
19450501,13.1
19450601,15.25
19450701,17.45
19450801,16.5
19450901,15.05
19451001,12.25
19451101,7.2
19451201,5.3
19460101,3
19460201,6.7
19460301,5.45
19460401,10.55
19460501,10.95
19460601,13.8
19460701,17.5
19460801,15.75
19460901,14.7
19461001,10.4
19461101,8.45
19461201,3.15
19470101,2.75
19470201,2.3
19470301,4.5
19470401,9.5
19470501,14.1
19470601,16.45
19470701,18.1
19470801,19.45
19470901,15.9
19471001,10.7
19471101,7.75
19471201,5.45
19480101,6.15
19480201,5.05
19480301,8.75
19480401,9.6
19480501,12
19480601,14.2
19480701,16.6
19480801,16
19480901,14.9
19481001,10.35
19481101,7.35
19481201,6.25
19490101,5.85
19490201,5.95
19490301,5.35
19490401,10.8
19490501,11.65
19490601,15.95
19490701,18.75
19490801,17.75
19490901,17.25
19491001,12.35
19491101,6.65
19491201,6.2
19500101,4.2
19500201,6.15
19500301,7.9
19500401,8.35
19500501,11.55
19500601,16.95
19500701,16.65
19500801,16.5
19500901,13.65
19501001,10
19501101,6.35
19501201,2.2
19510101,4.55
19510201,4.15
19510301,4.8
19510401,7.45
19510501,10.5
19510601,14.55
19510701,17.2
19510801,15.8
19510901,14.75
19511001,9.4
19511101,8.95
19511201,6
19520101,3.15
19520201,3.6
19520301,7.2
19520401,10.3
19520501,14.3
19520601,15.5
19520701,17.95
19520801,16.85
19520901,11.45
19521001,9.25
19521101,4.15
19521201,3.3
19530101,3.1
19530201,4.2
19530301,5.55
19530401,8
19530501,13.05
19530601,14.6
19530701,16.05
19530801,16.95
19530901,14.3
19531001,10.25
19531101,8.6
19531201,7.25
19540101,2.95
19540201,3.35
19540301,6.5
19540401,7.8
19540501,11.55
19540601,14.1
19540701,14.95
19540801,15.25
19540901,13.5
19541001,12.55
19541101,7.35
19541201,7
19550101,2.85
19550201,2.8
19550301,3.95
19550401,10.1
19550501,10.3
19550601,14.7
19550701,18.15
19550801,18.95
19550901,14.7
19551001,9.65
19551101,7.05
19551201,5.8
19560101,3.85
19560201,3
19560301,6.5
19560401,7.4
19560501,12.65
19560601,13.75
19560701,16.7
19560801,14.5
19560901,14.75
19561001,9.7
19561101,6
19561201,5.85
19570101,5.8
19570201,6.15
19570301,9.75
19570401,9.3
19570501,10.8
19570601,16.15
19570701,17.45
19570801,16.25
19570901,13.3
19571001,11.5
19571101,6.25
19571201,4.5
19580101,3.8
19580201,5.65
19580301,4.35
19580401,7.85
19580501,12.15
19580601,14.9
19580701,16.55
19580801,16.45
19580901,15.55
19581001,11.25
19581101,6.75
19581201,5.05
19590101,2.75
19590201,4.2
19590301,7.75
19590401,10.25
19590501,13
19590601,15.95
19590701,18.35
19590801,18.15
19590901,15.6
19591001,12.55
19591101,7.15
19591201,6.3
19600101,4.05
19600201,4.7
19600301,6.85
19600401,9.4
19600501,13.3
19600601,16.85
19600701,15.75
19600801,15.7
19600901,13.8
19601001,10.85
19601101,7.75
19601201,4.4
19610101,4.2
19610201,7.6
19610301,8.65
19610401,10.7
19610501,11.75
19610601,15.55
19610701,16.5
19610801,16.55
19610901,15.95
19611001,11.25
19611101,6.15
19611201,2.8
19620101,4.55
19620201,4.55
19620301,4
19620401,8.25
19620501,10.9
19620601,14.55
19620701,16
19620801,15.5
19620901,13.25
19621001,10.8
19621101,5.55
19621201,2.9
19630101,3
19630201,2.4
19630301,6.45
19630401,9.45
19630501,11.25
19630601,15.45
19630701,15.9
19630801,14.95
19630901,13.65
19631001,11.6
19631101,8.85
19631201,2.45
19640101,3.35
19640201,4.95
19640301,4.65
19640401,9.15
19640501,13.95
19640601,14.65
19640701,17.35
19640801,16.75
19640901,15.1
19641001,9.1
19641101,7.75
19641201,3.75
19650101,3.8
19650201,3.05
19650301,5.95
19650401,8.8
19650501,12.35
19650601,14.95
19650701,14.75
19650801,15.55
19650901,13
19651001,11.1
19651101,4.95
19651201,5.25
19660101,2.9
19660201,6.8
19660301,6.95
19660401,8.05
19660501,11.75
19660601,16.05
19660701,15.75
19660801,15.5
19660901,14.4
19661001,11.05
19661101,5.6
19661201,6.05
19670101,4.9
19670201,5.9
19670301,7.65
19670401,8.35
19670501,11.55
19670601,14.7
19670701,17.9
19670801,16.5
19670901,14.3
